X좌표(경도),Y좌표(위도),음식점 개수
126.848 ~ 126.85390000000001,37.557599999999994 ~ 37.561699999999995,18.0
126.848 ~ 126.85390000000001,37.561699999999995 ~ 37.565799999999996,48.0
126.848 ~ 126.85390000000001,37.565799999999996 ~ 37.5699,0.0
126.848 ~ 126.85390000000001,37.5699 ~ 37.574,0.0
126.848 ~ 126.85390000000001,37.574 ~ 37.5781,0.0
126.848 ~ 126.85390000000001,37.5781 ~ 37.58219999999999,0.0
126.848 ~ 126.85390000000001,37.58219999999999 ~ 37.586299999999994,0.0
126.848 ~ 126.85390000000001,37.586299999999994 ~ 37.590399999999995,0.0
126.848 ~ 126.85390000000001,37.590399999999995 ~ 37.5945,0.0
126.848 ~ 126.85390000000001,37.5945 ~ 37.5986,0.0
126.848 ~ 126.85390000000001,37.5986 ~ 37.6027,0.0
126.848 ~ 126.85390000000001,37.6027 ~ 37.6068,0.0
126.848 ~ 126.85390000000001,37.6068 ~ 37.610899999999994,0.0
126.848 ~ 126.85390000000001,37.610899999999994 ~ 37.614999999999995,0.0
126.848 ~ 126.85390000000001,37.614999999999995 ~ 37.619099999999996,0.0
126.848 ~ 126.85390000000001,37.619099999999996 ~ 37.6232,0.0
126.848 ~ 126.85390000000001,37.6232 ~ 37.6273,0.0
126.848 ~ 126.85390000000001,37.6273 ~ 37.6314,0.0
126.848 ~ 126.85390000000001,37.6314 ~ 37.63549999999999,0.0
126.848 ~ 126.85390000000001,37.63549999999999 ~ 37.639599999999994,0.0
126.848 ~ 126.85390000000001,37.639599999999994 ~ 37.643699999999995,0.0
126.848 ~ 126.85390000000001,37.643699999999995 ~ 37.6478,0.0
126.848 ~ 126.85390000000001,37.6478 ~ 37.6519,0.0
126.848 ~ 126.85390000000001,37.6519 ~ 37.656,0.0
126.848 ~ 126.85390000000001,37.656 ~ 37.6601,0.0
126.848 ~ 126.85390000000001,37.6601 ~ 37.664199999999994,0.0
126.848 ~ 126.85390000000001,37.664199999999994 ~ 37.668299999999995,0.0
126.848 ~ 126.85390000000001,37.668299999999995 ~ 37.672399999999996,0.0
126.848 ~ 126.85390000000001,37.672399999999996 ~ 37.6765,0.0
126.848 ~ 126.85390000000001,37.6765 ~ 37.6806,0.0
126.848 ~ 126.85390000000001,37.6806 ~ 37.6847,0.0
126.848 ~ 126.85390000000001,37.6847 ~ 37.68879999999999,0.0
126.848 ~ 126.85390000000001,37.68879999999999 ~ 37.692899999999995,0.0
126.848 ~ 126.85390000000001,37.692899999999995 ~ 37.696999999999996,0.0
126.848 ~ 126.85390000000001,37.696999999999996 ~ 37.7011,0.0
126.848 ~ 126.85390000000001,37.7011 ~ 37.7052,0.0
126.848 ~ 126.85390000000001,37.7052 ~ 37.7093,0.0
126.848 ~ 126.85390000000001,37.7093 ~ 37.7134,0.0
126.848 ~ 126.85390000000001,37.7134 ~ 37.717499999999994,0.0
126.85390000000001 ~ 126.8598,37.41 ~ 37.4141,0.0
126.85390000000001 ~ 126.8598,37.4141 ~ 37.4182,0.0
126.85390000000001 ~ 126.8598,37.4182 ~ 37.4223,0.0
126.85390000000001 ~ 126.8598,37.4223 ~ 37.426399999999994,0.0
126.85390000000001 ~ 126.8598,37.426399999999994 ~ 37.430499999999995,0.0
126.85390000000001 ~ 126.8598,37.430499999999995 ~ 37.434599999999996,0.0
126.85390000000001 ~ 126.8598,37.434599999999996 ~ 37.4387,0.0
126.85390000000001 ~ 126.8598,37.4387 ~ 37.4428,0.0
126.85390000000001 ~ 126.8598,37.4428 ~ 37.4469,0.0
126.85390000000001 ~ 126.8598,37.4469 ~ 37.45099999999999,0.0
126.85390000000001 ~ 126.8598,37.45099999999999 ~ 37.455099999999995,0.0
126.85390000000001 ~ 126.8598,37.455099999999995 ~ 37.459199999999996,0.0
126.85390000000001 ~ 126.8598,37.459199999999996 ~ 37.4633,0.0
126.85390000000001 ~ 126.8598,37.4633 ~ 37.4674,0.0
126.85390000000001 ~ 126.8598,37.4674 ~ 37.4715,0.0
126.85390000000001 ~ 126.8598,37.4715 ~ 37.4756,0.0
126.85390000000001 ~ 126.8598,37.4756 ~ 37.479699999999994,0.0
126.85390000000001 ~ 126.8598,37.479699999999994 ~ 37.483799999999995,0.0
126.85390000000001 ~ 126.8598,37.483799999999995 ~ 37.487899999999996,48.0
126.85390000000001 ~ 126.8598,37.487899999999996 ~ 37.492,76.0
126.85390000000001 ~ 126.8598,37.492 ~ 37.4961,64.0
126.85390000000001 ~ 126.8598,37.4961 ~ 37.5002,38.0
126.85390000000001 ~ 126.8598,37.5002 ~ 37.50429999999999,17.0
126.85390000000001 ~ 126.8598,37.50429999999999 ~ 37.508399999999995,34.0
126.85390000000001 ~ 126.8598,37.508399999999995 ~ 37.512499999999996,3.0
126.85390000000001 ~ 126.8598,37.512499999999996 ~ 37.5166,6.0
126.85390000000001 ~ 126.8598,37.5166 ~ 37.5207,24.0
126.85390000000001 ~ 126.8598,37.5207 ~ 37.5248,57.0
126.85390000000001 ~ 126.8598,37.5248 ~ 37.52889999999999,39.0
126.85390000000001 ~ 126.8598,37.52889999999999 ~ 37.532999999999994,66.0
126.85390000000001 ~ 126.8598,37.532999999999994 ~ 37.537099999999995,21.0
126.85390000000001 ~ 126.8598,37.537099999999995 ~ 37.541199999999996,2.0
126.85390000000001 ~ 126.8598,37.541199999999996 ~ 37.5453,0.0
126.85390000000001 ~ 126.8598,37.5453 ~ 37.5494,0.0
126.85390000000001 ~ 126.8598,37.5494 ~ 37.5535,4.0
126.85390000000001 ~ 126.8598,37.5535 ~ 37.557599999999994,88.0
126.85390000000001 ~ 126.8598,37.557599999999994 ~ 37.561699999999995,68.0
126.85390000000001 ~ 126.8598,37.561699999999995 ~ 37.565799999999996,12.0
126.85390000000001 ~ 126.8598,37.565799999999996 ~ 37.5699,1.0
126.85390000000001 ~ 126.8598,37.5699 ~ 37.574,0.0
126.85390000000001 ~ 126.8598,37.574 ~ 37.5781,0.0
126.85390000000001 ~ 126.8598,37.5781 ~ 37.58219999999999,0.0
126.85390000000001 ~ 126.8598,37.58219999999999 ~ 37.586299999999994,0.0
126.85390000000001 ~ 126.8598,37.586299999999994 ~ 37.590399999999995,0.0
126.85390000000001 ~ 126.8598,37.590399999999995 ~ 37.5945,0.0
126.85390000000001 ~ 126.8598,37.5945 ~ 37.5986,0.0
126.85390000000001 ~ 126.8598,37.5986 ~ 37.6027,0.0
126.85390000000001 ~ 126.8598,37.6027 ~ 37.6068,0.0
126.85390000000001 ~ 126.8598,37.6068 ~ 37.610899999999994,0.0
126.85390000000001 ~ 126.8598,37.610899999999994 ~ 37.614999999999995,0.0
126.85390000000001 ~ 126.8598,37.614999999999995 ~ 37.619099999999996,0.0
126.85390000000001 ~ 126.8598,37.619099999999996 ~ 37.6232,0.0
126.85390000000001 ~ 126.8598,37.6232 ~ 37.6273,0.0
126.85390000000001 ~ 126.8598,37.6273 ~ 37.6314,0.0
126.85390000000001 ~ 126.8598,37.6314 ~ 37.63549999999999,0.0
126.85390000000001 ~ 126.8598,37.63549999999999 ~ 37.639599999999994,0.0
126.85390000000001 ~ 126.8598,37.639599999999994 ~ 37.643699999999995,0.0
126.85390000000001 ~ 126.8598,37.643699999999995 ~ 37.6478,0.0
126.85390000000001 ~ 126.8598,37.6478 ~ 37.6519,0.0
126.85390000000001 ~ 126.8598,37.6519 ~ 37.656,0.0
126.85390000000001 ~ 126.8598,37.656 ~ 37.6601,0.0
126.85390000000001 ~ 126.8598,37.6601 ~ 37.664199999999994,0.0
126.85390000000001 ~ 126.8598,37.664199999999994 ~ 37.668299999999995,0.0
126.85390000000001 ~ 126.8598,37.668299999999995 ~ 37.672399999999996,0.0
126.85390000000001 ~ 126.8598,37.672399999999996 ~ 37.6765,0.0
126.85390000000001 ~ 126.8598,37.6765 ~ 37.6806,0.0
126.85390000000001 ~ 126.8598,37.6806 ~ 37.6847,0.0
126.85390000000001 ~ 126.8598,37.6847 ~ 37.68879999999999,0.0
126.85390000000001 ~ 126.8598,37.68879999999999 ~ 37.692899999999995,0.0
126.85390000000001 ~ 126.8598,37.692899999999995 ~ 37.696999999999996,0.0
126.85390000000001 ~ 126.8598,37.696999999999996 ~ 37.7011,0.0
126.85390000000001 ~ 126.8598,37.7011 ~ 37.7052,0.0
126.85390000000001 ~ 126.8598,37.7052 ~ 37.7093,0.0
126.85390000000001 ~ 126.8598,37.7093 ~ 37.7134,0.0
126.85390000000001 ~ 126.8598,37.7134 ~ 37.717499999999994,0.0
126.8598 ~ 126.8657,37.41 ~ 37.4141,0.0
126.8598 ~ 126.8657,37.4141 ~ 37.4182,0.0
126.8598 ~ 126.8657,37.4182 ~ 37.4223,0.0
126.8598 ~ 126.8657,37.4223 ~ 37.426399999999994,0.0
126.8598 ~ 126.8657,37.426399999999994 ~ 37.430499999999995,0.0
126.8598 ~ 126.8657,37.430499999999995 ~ 37.434599999999996,0.0
126.8598 ~ 126.8657,37.434599999999996 ~ 37.4387,0.0
126.8598 ~ 126.8657,37.4387 ~ 37.4428,0.0
126.8598 ~ 126.8657,37.4428 ~ 37.4469,0.0
126.8598 ~ 126.8657,37.4469 ~ 37.45099999999999,0.0
126.8598 ~ 126.8657,37.45099999999999 ~ 37.455099999999995,0.0
126.8598 ~ 126.8657,37.455099999999995 ~ 37.459199999999996,0.0
126.8598 ~ 126.8657,37.459199999999996 ~ 37.4633,0.0
126.8598 ~ 126.8657,37.4633 ~ 37.4674,0.0
126.8598 ~ 126.8657,37.4674 ~ 37.4715,0.0
126.8598 ~ 126.8657,37.4715 ~ 37.4756,0.0
126.8598 ~ 126.8657,37.4756 ~ 37.479699999999994,0.0
126.8598 ~ 126.8657,37.479699999999994 ~ 37.483799999999995,0.0
126.8598 ~ 126.8657,37.483799999999995 ~ 37.487899999999996,0.0
126.8598 ~ 126.8657,37.487899999999996 ~ 37.492,1.0
126.8598 ~ 126.8657,37.492 ~ 37.4961,11.0
126.8598 ~ 126.8657,37.4961 ~ 37.5002,51.0
126.8598 ~ 126.8657,37.5002 ~ 37.50429999999999,68.0
126.8598 ~ 126.8657,37.50429999999999 ~ 37.508399999999995,24.0
126.8598 ~ 126.8657,37.508399999999995 ~ 37.512499999999996,16.0
126.8598 ~ 126.8657,37.512499999999996 ~ 37.5166,34.0
126.8598 ~ 126.8657,37.5166 ~ 37.5207,23.0
126.8598 ~ 126.8657,37.5207 ~ 37.5248,66.0
126.8598 ~ 126.8657,37.5248 ~ 37.52889999999999,105.0
126.8598 ~ 126.8657,37.52889999999999 ~ 37.532999999999994,100.0
126.8598 ~ 126.8657,37.532999999999994 ~ 37.537099999999995,84.0
126.8598 ~ 126.8657,37.537099999999995 ~ 37.541199999999996,25.0
126.8598 ~ 126.8657,37.541199999999996 ~ 37.5453,7.0
126.8598 ~ 126.8657,37.5453 ~ 37.5494,86.0
126.8598 ~ 126.8657,37.5494 ~ 37.5535,83.0
126.8598 ~ 126.8657,37.5535 ~ 37.557599999999994,66.0
126.8598 ~ 126.8657,37.557599999999994 ~ 37.561699999999995,21.0
126.8598 ~ 126.8657,37.561699999999995 ~ 37.565799999999996,7.0
126.8598 ~ 126.8657,37.565799999999996 ~ 37.5699,0.0
126.8598 ~ 126.8657,37.5699 ~ 37.574,0.0
126.8598 ~ 126.8657,37.574 ~ 37.5781,0.0
126.8598 ~ 126.8657,37.5781 ~ 37.58219999999999,0.0
126.8598 ~ 126.8657,37.58219999999999 ~ 37.586299999999994,0.0
126.8598 ~ 126.8657,37.586299999999994 ~ 37.590399999999995,0.0
126.8598 ~ 126.8657,37.590399999999995 ~ 37.5945,0.0
126.8598 ~ 126.8657,37.5945 ~ 37.5986,0.0
126.8598 ~ 126.8657,37.5986 ~ 37.6027,0.0
126.8598 ~ 126.8657,37.6027 ~ 37.6068,0.0
126.8598 ~ 126.8657,37.6068 ~ 37.610899999999994,0.0
126.8598 ~ 126.8657,37.610899999999994 ~ 37.614999999999995,0.0
126.8598 ~ 126.8657,37.614999999999995 ~ 37.619099999999996,0.0
126.8598 ~ 126.8657,37.619099999999996 ~ 37.6232,0.0
126.8598 ~ 126.8657,37.6232 ~ 37.6273,0.0
126.8598 ~ 126.8657,37.6273 ~ 37.6314,0.0
126.8598 ~ 126.8657,37.6314 ~ 37.63549999999999,0.0
126.8598 ~ 126.8657,37.63549999999999 ~ 37.639599999999994,0.0
126.8598 ~ 126.8657,37.639599999999994 ~ 37.643699999999995,0.0
126.8598 ~ 126.8657,37.643699999999995 ~ 37.6478,0.0
126.8598 ~ 126.8657,37.6478 ~ 37.6519,0.0
126.8598 ~ 126.8657,37.6519 ~ 37.656,0.0
126.8598 ~ 126.8657,37.656 ~ 37.6601,0.0
126.8598 ~ 126.8657,37.6601 ~ 37.664199999999994,0.0
126.8598 ~ 126.8657,37.664199999999994 ~ 37.668299999999995,0.0
126.8598 ~ 126.8657,37.668299999999995 ~ 37.672399999999996,0.0
126.8598 ~ 126.8657,37.672399999999996 ~ 37.6765,0.0
126.8598 ~ 126.8657,37.6765 ~ 37.6806,0.0
126.8598 ~ 126.8657,37.6806 ~ 37.6847,0.0
126.8598 ~ 126.8657,37.6847 ~ 37.68879999999999,0.0
126.8598 ~ 126.8657,37.68879999999999 ~ 37.692899999999995,0.0
126.8598 ~ 126.8657,37.692899999999995 ~ 37.696999999999996,0.0
126.8598 ~ 126.8657,37.696999999999996 ~ 37.7011,0.0
126.8598 ~ 126.8657,37.7011 ~ 37.7052,0.0
126.8598 ~ 126.8657,37.7052 ~ 37.7093,0.0
126.8598 ~ 126.8657,37.7093 ~ 37.7134,0.0
126.8598 ~ 126.8657,37.7134 ~ 37.717499999999994,0.0
126.8657 ~ 126.8716,37.41 ~ 37.4141,0.0
126.8657 ~ 126.8716,37.4141 ~ 37.4182,0.0
126.8657 ~ 126.8716,37.4182 ~ 37.4223,0.0
126.8657 ~ 126.8716,37.4223 ~ 37.426399999999994,0.0
126.8657 ~ 126.8716,37.426399999999994 ~ 37.430499999999995,0.0
126.8657 ~ 126.8716,37.430499999999995 ~ 37.434599999999996,0.0
126.8657 ~ 126.8716,37.434599999999996 ~ 37.4387,0.0
126.8657 ~ 126.8716,37.4387 ~ 37.4428,0.0
126.8657 ~ 126.8716,37.4428 ~ 37.4469,0.0
126.8657 ~ 126.8716,37.4469 ~ 37.45099999999999,0.0
126.8657 ~ 126.8716,37.45099999999999 ~ 37.455099999999995,0.0
126.8657 ~ 126.8716,37.455099999999995 ~ 37.459199999999996,0.0
126.8657 ~ 126.8716,37.459199999999996 ~ 37.4633,0.0
126.8657 ~ 126.8716,37.4633 ~ 37.4674,0.0
126.8657 ~ 126.8716,37.4674 ~ 37.4715,0.0
126.8657 ~ 126.8716,37.4715 ~ 37.4756,0.0
126.8657 ~ 126.8716,37.4756 ~ 37.479699999999994,0.0
126.8657 ~ 126.8716,37.479699999999994 ~ 37.483799999999995,0.0
126.8657 ~ 126.8716,37.483799999999995 ~ 37.487899999999996,0.0
126.8657 ~ 126.8716,37.487899999999996 ~ 37.492,0.0
126.8657 ~ 126.8716,37.492 ~ 37.4961,2.0
126.8657 ~ 126.8716,37.4961 ~ 37.5002,58.0
126.8657 ~ 126.8716,37.5002 ~ 37.50429999999999,33.0
126.8657 ~ 126.8716,37.50429999999999 ~ 37.508399999999995,5.0
126.8657 ~ 126.8716,37.508399999999995 ~ 37.512499999999996,12.0
126.8657 ~ 126.8716,37.512499999999996 ~ 37.5166,2.0
126.8657 ~ 126.8716,37.5166 ~ 37.5207,14.0
126.8657 ~ 126.8716,37.5207 ~ 37.5248,19.0
126.8657 ~ 126.8716,37.5248 ~ 37.52889999999999,45.0
126.8657 ~ 126.8716,37.52889999999999 ~ 37.532999999999994,19.0
126.8657 ~ 126.8716,37.532999999999994 ~ 37.537099999999995,23.0
126.8657 ~ 126.8716,37.537099999999995 ~ 37.541199999999996,38.0
126.8657 ~ 126.8716,37.541199999999996 ~ 37.5453,9.0
126.8657 ~ 126.8716,37.5453 ~ 37.5494,56.0
126.8657 ~ 126.8716,37.5494 ~ 37.5535,54.0
126.8657 ~ 126.8716,37.5535 ~ 37.557599999999994,19.0
126.8657 ~ 126.8716,37.557599999999994 ~ 37.561699999999995,0.0
126.8657 ~ 126.8716,37.561699999999995 ~ 37.565799999999996,0.0
126.8657 ~ 126.8716,37.565799999999996 ~ 37.5699,0.0
126.8657 ~ 126.8716,37.5699 ~ 37.574,0.0
126.8657 ~ 126.8716,37.574 ~ 37.5781,0.0
126.8657 ~ 126.8716,37.5781 ~ 37.58219999999999,0.0
126.8657 ~ 126.8716,37.58219999999999 ~ 37.586299999999994,0.0
126.8657 ~ 126.8716,37.586299999999994 ~ 37.590399999999995,0.0
126.8657 ~ 126.8716,37.590399999999995 ~ 37.5945,0.0
126.8657 ~ 126.8716,37.5945 ~ 37.5986,0.0
126.8657 ~ 126.8716,37.5986 ~ 37.6027,0.0
126.8657 ~ 126.8716,37.6027 ~ 37.6068,0.0
126.8657 ~ 126.8716,37.6068 ~ 37.610899999999994,0.0
126.8657 ~ 126.8716,37.610899999999994 ~ 37.614999999999995,0.0
126.8657 ~ 126.8716,37.614999999999995 ~ 37.619099999999996,0.0
126.8657 ~ 126.8716,37.619099999999996 ~ 37.6232,0.0
126.8657 ~ 126.8716,37.6232 ~ 37.6273,0.0
126.8657 ~ 126.8716,37.6273 ~ 37.6314,0.0
126.8657 ~ 126.8716,37.6314 ~ 37.63549999999999,0.0
126.8657 ~ 126.8716,37.63549999999999 ~ 37.639599999999994,0.0
126.8657 ~ 126.8716,37.639599999999994 ~ 37.643699999999995,0.0
126.8657 ~ 126.8716,37.643699999999995 ~ 37.6478,0.0
126.8657 ~ 126.8716,37.6478 ~ 37.6519,0.0
126.8657 ~ 126.8716,37.6519 ~ 37.656,0.0
126.8657 ~ 126.8716,37.656 ~ 37.6601,0.0
126.8657 ~ 126.8716,37.6601 ~ 37.664199999999994,0.0
126.8657 ~ 126.8716,37.664199999999994 ~ 37.668299999999995,0.0
126.8657 ~ 126.8716,37.668299999999995 ~ 37.672399999999996,0.0
126.8657 ~ 126.8716,37.672399999999996 ~ 37.6765,0.0
126.8657 ~ 126.8716,37.6765 ~ 37.6806,0.0
126.8657 ~ 126.8716,37.6806 ~ 37.6847,0.0
126.8657 ~ 126.8716,37.6847 ~ 37.68879999999999,0.0
126.8657 ~ 126.8716,37.68879999999999 ~ 37.692899999999995,0.0
126.8657 ~ 126.8716,37.692899999999995 ~ 37.696999999999996,0.0
126.8657 ~ 126.8716,37.696999999999996 ~ 37.7011,0.0
126.8657 ~ 126.8716,37.7011 ~ 37.7052,0.0
126.8657 ~ 126.8716,37.7052 ~ 37.7093,0.0
126.8657 ~ 126.8716,37.7093 ~ 37.7134,0.0
126.8657 ~ 126.8716,37.7134 ~ 37.717499999999994,0.0
126.8716 ~ 126.8775,37.41 ~ 37.4141,0.0
126.8716 ~ 126.8775,37.4141 ~ 37.4182,0.0
126.8716 ~ 126.8775,37.4182 ~ 37.4223,0.0
126.8716 ~ 126.8775,37.4223 ~ 37.426399999999994,0.0
126.8716 ~ 126.8775,37.426399999999994 ~ 37.430499999999995,0.0
126.8716 ~ 126.8775,37.430499999999995 ~ 37.434599999999996,0.0
126.8716 ~ 126.8775,37.434599999999996 ~ 37.4387,0.0
126.8716 ~ 126.8775,37.4387 ~ 37.4428,0.0
126.8716 ~ 126.8775,37.4428 ~ 37.4469,0.0
126.8716 ~ 126.8775,37.4469 ~ 37.45099999999999,0.0
126.8716 ~ 126.8775,37.45099999999999 ~ 37.455099999999995,0.0
126.8716 ~ 126.8775,37.455099999999995 ~ 37.459199999999996,0.0
126.8716 ~ 126.8775,37.459199999999996 ~ 37.4633,0.0
126.8716 ~ 126.8775,37.4633 ~ 37.4674,0.0
126.8716 ~ 126.8775,37.4674 ~ 37.4715,0.0
126.8716 ~ 126.8775,37.4715 ~ 37.4756,0.0
126.8716 ~ 126.8775,37.4756 ~ 37.479699999999994,5.0
126.8716 ~ 126.8775,37.479699999999994 ~ 37.483799999999995,32.0
126.8716 ~ 126.8775,37.483799999999995 ~ 37.487899999999996,14.0
126.8716 ~ 126.8775,37.487899999999996 ~ 37.492,8.0
126.8716 ~ 126.8775,37.492 ~ 37.4961,28.0
126.8716 ~ 126.8775,37.4961 ~ 37.5002,5.0
126.8716 ~ 126.8775,37.5002 ~ 37.50429999999999,77.0
126.8716 ~ 126.8775,37.50429999999999 ~ 37.508399999999995,32.0
126.8716 ~ 126.8775,37.508399999999995 ~ 37.512499999999996,0.0
126.8716 ~ 126.8775,37.512499999999996 ~ 37.5166,6.0
126.8716 ~ 126.8775,37.5166 ~ 37.5207,29.0
126.8716 ~ 126.8775,37.5207 ~ 37.5248,94.0
126.8716 ~ 126.8775,37.5248 ~ 37.52889999999999,128.0
126.8716 ~ 126.8775,37.52889999999999 ~ 37.532999999999994,71.0
126.8716 ~ 126.8775,37.532999999999994 ~ 37.537099999999995,1.0
126.8716 ~ 126.8775,37.537099999999995 ~ 37.541199999999996,17.0
126.8716 ~ 126.8775,37.541199999999996 ~ 37.5453,5.0
126.8716 ~ 126.8775,37.5453 ~ 37.5494,88.0
126.8716 ~ 126.8775,37.5494 ~ 37.5535,54.0
126.8716 ~ 126.8775,37.5535 ~ 37.557599999999994,6.0
126.8716 ~ 126.8775,37.557599999999994 ~ 37.561699999999995,0.0
126.8716 ~ 126.8775,37.561699999999995 ~ 37.565799999999996,0.0
126.8716 ~ 126.8775,37.565799999999996 ~ 37.5699,0.0
126.8716 ~ 126.8775,37.5699 ~ 37.574,0.0
126.8716 ~ 126.8775,37.574 ~ 37.5781,0.0
126.8716 ~ 126.8775,37.5781 ~ 37.58219999999999,0.0
126.8716 ~ 126.8775,37.58219999999999 ~ 37.586299999999994,0.0
126.8716 ~ 126.8775,37.586299999999994 ~ 37.590399999999995,0.0
126.8716 ~ 126.8775,37.590399999999995 ~ 37.5945,0.0
126.8716 ~ 126.8775,37.5945 ~ 37.5986,0.0
126.8716 ~ 126.8775,37.5986 ~ 37.6027,0.0
126.8716 ~ 126.8775,37.6027 ~ 37.6068,0.0
126.8716 ~ 126.8775,37.6068 ~ 37.610899999999994,0.0
126.8716 ~ 126.8775,37.610899999999994 ~ 37.614999999999995,0.0
126.8716 ~ 126.8775,37.614999999999995 ~ 37.619099999999996,0.0
126.8716 ~ 126.8775,37.619099999999996 ~ 37.6232,0.0
126.8716 ~ 126.8775,37.6232 ~ 37.6273,0.0
126.8716 ~ 126.8775,37.6273 ~ 37.6314,0.0
126.8716 ~ 126.8775,37.6314 ~ 37.63549999999999,0.0
126.8716 ~ 126.8775,37.63549999999999 ~ 37.639599999999994,0.0
126.8716 ~ 126.8775,37.639599999999994 ~ 37.643699999999995,0.0
126.8716 ~ 126.8775,37.643699999999995 ~ 37.6478,0.0
126.8716 ~ 126.8775,37.6478 ~ 37.6519,0.0
126.8716 ~ 126.8775,37.6519 ~ 37.656,0.0
126.8716 ~ 126.8775,37.656 ~ 37.6601,0.0
126.8716 ~ 126.8775,37.6601 ~ 37.664199999999994,0.0
126.8716 ~ 126.8775,37.664199999999994 ~ 37.668299999999995,0.0
126.8716 ~ 126.8775,37.668299999999995 ~ 37.672399999999996,0.0
126.8716 ~ 126.8775,37.672399999999996 ~ 37.6765,0.0
126.8716 ~ 126.8775,37.6765 ~ 37.6806,0.0
126.8716 ~ 126.8775,37.6806 ~ 37.6847,0.0
126.8716 ~ 126.8775,37.6847 ~ 37.68879999999999,0.0
126.8716 ~ 126.8775,37.68879999999999 ~ 37.692899999999995,0.0
126.8716 ~ 126.8775,37.692899999999995 ~ 37.696999999999996,0.0
126.8716 ~ 126.8775,37.696999999999996 ~ 37.7011,0.0
126.8716 ~ 126.8775,37.7011 ~ 37.7052,0.0
126.8716 ~ 126.8775,37.7052 ~ 37.7093,0.0
126.8716 ~ 126.8775,37.7093 ~ 37.7134,0.0
126.8716 ~ 126.8775,37.7134 ~ 37.717499999999994,0.0
126.8775 ~ 126.88340000000001,37.41 ~ 37.4141,0.0
126.8775 ~ 126.88340000000001,37.4141 ~ 37.4182,0.0
126.8775 ~ 126.88340000000001,37.4182 ~ 37.4223,0.0
126.8775 ~ 126.88340000000001,37.4223 ~ 37.426399999999994,0.0
126.8775 ~ 126.88340000000001,37.426399999999994 ~ 37.430499999999995,0.0
126.8775 ~ 126.88340000000001,37.430499999999995 ~ 37.434599999999996,0.0
126.8775 ~ 126.88340000000001,37.434599999999996 ~ 37.4387,0.0
126.8775 ~ 126.88340000000001,37.4387 ~ 37.4428,0.0
126.8775 ~ 126.88340000000001,37.4428 ~ 37.4469,0.0
126.8775 ~ 126.88340000000001,37.4469 ~ 37.45099999999999,0.0
126.8775 ~ 126.88340000000001,37.45099999999999 ~ 37.455099999999995,0.0
126.8775 ~ 126.88340000000001,37.455099999999995 ~ 37.459199999999996,0.0
126.8775 ~ 126.88340000000001,37.459199999999996 ~ 37.4633,0.0
126.8775 ~ 126.88340000000001,37.4633 ~ 37.4674,0.0
126.8775 ~ 126.88340000000001,37.4674 ~ 37.4715,0.0
126.8775 ~ 126.88340000000001,37.4715 ~ 37.4756,22.0
126.8775 ~ 126.88340000000001,37.4756 ~ 37.479699999999994,73.0
126.8775 ~ 126.88340000000001,37.479699999999994 ~ 37.483799999999995,131.0
126.8775 ~ 126.88340000000001,37.483799999999995 ~ 37.487899999999996,32.0
126.8775 ~ 126.88340000000001,37.487899999999996 ~ 37.492,16.0
126.8775 ~ 126.88340000000001,37.492 ~ 37.4961,31.0
126.8775 ~ 126.88340000000001,37.4961 ~ 37.5002,24.0
126.8775 ~ 126.88340000000001,37.5002 ~ 37.50429999999999,100.0
126.8775 ~ 126.88340000000001,37.50429999999999 ~ 37.508399999999995,25.0
126.8775 ~ 126.88340000000001,37.508399999999995 ~ 37.512499999999996,35.0
126.8775 ~ 126.88340000000001,37.512499999999996 ~ 37.5166,0.0
126.8775 ~ 126.88340000000001,37.5166 ~ 37.5207,1.0
126.8775 ~ 126.88340000000001,37.5207 ~ 37.5248,2.0
126.8775 ~ 126.88340000000001,37.5248 ~ 37.52889999999999,0.0
126.8775 ~ 126.88340000000001,37.52889999999999 ~ 37.532999999999994,0.0
126.8775 ~ 126.88340000000001,37.532999999999994 ~ 37.537099999999995,42.0
126.8775 ~ 126.88340000000001,37.537099999999995 ~ 37.541199999999996,4.0
126.8775 ~ 126.88340000000001,37.541199999999996 ~ 37.5453,5.0
126.8775 ~ 126.88340000000001,37.5453 ~ 37.5494,11.0
126.8775 ~ 126.88340000000001,37.5494 ~ 37.5535,0.0
126.8775 ~ 126.88340000000001,37.5535 ~ 37.557599999999994,0.0
126.8775 ~ 126.88340000000001,37.557599999999994 ~ 37.561699999999995,0.0
126.8775 ~ 126.88340000000001,37.561699999999995 ~ 37.565799999999996,0.0
126.8775 ~ 126.88340000000001,37.565799999999996 ~ 37.5699,0.0
126.8775 ~ 126.88340000000001,37.5699 ~ 37.574,0.0
126.8775 ~ 126.88340000000001,37.574 ~ 37.5781,1.0
126.8775 ~ 126.88340000000001,37.5781 ~ 37.58219999999999,5.0
126.8775 ~ 126.88340000000001,37.58219999999999 ~ 37.586299999999994,10.0
126.8775 ~ 126.88340000000001,37.586299999999994 ~ 37.590399999999995,0.0
126.8775 ~ 126.88340000000001,37.590399999999995 ~ 37.5945,0.0
126.8775 ~ 126.88340000000001,37.5945 ~ 37.5986,0.0
126.8775 ~ 126.88340000000001,37.5986 ~ 37.6027,0.0
126.8775 ~ 126.88340000000001,37.6027 ~ 37.6068,0.0
126.8775 ~ 126.88340000000001,37.6068 ~ 37.610899999999994,0.0
126.8775 ~ 126.88340000000001,37.610899999999994 ~ 37.614999999999995,0.0
